-5.345370483398437500e+02,-5.031506652832031250e+02,-4.926868286132812500e+02,-4.800950317382812500e+02,-2.855541381835937500e+02,-1.639716033935546875e+02,-1.229726715087890625e+02,-1.177144393920898438e+02,-1.174873428344726562e+02,-1.397243499755859375e+02,-1.566938323974609375e+02,-1.490852661132812500e+02,-1.569359436035156250e+02,-1.751924133300781250e+02,-2.046778411865234375e+02,-2.553004150390625000e+02,-3.016600036621093750e+02,-3.146752319335937500e+02,-3.462577514648437500e+02,-3.902986755371093750e+02,-4.183977050781250000e+02,-4.549730529785156250e+02,-4.695111999511718750e+02,-4.742598266601562500e+02,-4.740163574218750000e+02,-4.763967895507812500e+02,-4.918247680664062500e+02
8.222126770019531250e+01,8.507891845703125000e+01,7.841966247558593750e+01,6.921454620361328125e+01,1.473188171386718750e+02,1.597268066406250000e+02,1.481924133300781250e+02,1.245572967529296875e+02,1.274640045166015625e+02,1.410780334472656250e+02,1.366558074951171875e+02,1.084860076904296875e+02,9.871308135986328125e+01,1.008570098876953125e+02,1.014099121093750000e+02,9.980050659179687500e+01,9.828117370605468750e+01,8.239195251464843750e+01,7.855906677246093750e+01,9.815532684326171875e+01,9.767971038818359375e+01,9.438024139404296875e+01,8.766667175292968750e+01,7.851229858398437500e+01,8.129910278320312500e+01,8.136685180664062500e+01,8.176375579833984375e+01
3.812975311279296875e+01,3.900451660156250000e+01,3.846559524536132812e+01,3.581320953369140625e+01,-2.622845649719238281e+00,-3.385392761230468750e+01,-5.888311004638671875e+01,-7.388465881347656250e+01,-7.862925720214843750e+01,-8.117146301269531250e+01,-8.911720275878906250e+01,-8.941041564941406250e+01,-8.646221923828125000e+01,-7.735383605957031250e+01,-6.302816772460937500e+01,-3.942944717407226562e+01,-1.500433731079101562e+01,-2.260993576049804688e+01,-3.036426544189453125e+01,-3.111619567871093750e+01,-1.403674030303955078e+01,5.812757492065429688e+00,1.295570755004882812e+01,1.167393684387207031e+01,1.355622673034667969e+01,1.614618873596191406e+01,2.285928916931152344e+01
2.951785278320312500e+01,3.416397857666015625e+01,3.316569519042968750e+01,3.241457748413085938e+01,2.026485061645507812e+01,1.562226581573486328e+01,1.392434787750244141e+01,1.600573730468750000e+01,1.381233787536621094e+01,9.534620285034179688e+00,6.784648895263671875e+00,1.794223403930664062e+01,3.920426177978515625e+01,4.588396453857421875e+01,5.184592056274414062e+01,6.656971740722656250e+01,5.891641235351562500e+01,3.105685424804687500e+01,2.133357810974121094e+01,1.208013343811035156e+01,1.215646362304687500e+01,2.149813079833984375e+01,2.755503845214843750e+01,2.953728866577148438e+01,2.879236984252929688e+01,2.828045272827148438e+01,3.171278762817382812e+01
2.055267906188964844e+01,2.282420730590820312e+01,2.332890129089355469e+01,2.415366172790527344e+01,-3.692268371582031250e+01,-5.693931961059570312e+01,-6.948195648193359375e+01,-7.230628967285156250e+01,-7.003555297851562500e+01,-6.321433258056640625e+01,-4.510568618774414062e+01,-3.326344299316406250e+01,-2.226042938232421875e+01,-1.550513267517089844e+01,-1.508424472808837891e+01,-1.757358741760253906e+01,-5.145999908447265625e+00,1.647080802917480469e+01,2.392089462280273438e+01,1.992554664611816406e+01,1.366889953613281250e+01,1.897198104858398438e+01,1.997788619995117188e+01,2.260444641113281250e+01,2.170112228393554688e+01,2.237648391723632812e+01,2.621174621582031250e+01
2.857073211669921875e+01,2.780178833007812500e+01,1.843607330322265625e+01,1.585827445983886719e+01,-9.077569007873535156e+00,-8.036862373352050781e+00,-4.855647087097167969e+00,4.631377220153808594e+00,1.053596019744873047e+01,1.263851356506347656e+01,1.366137599945068359e+01,1.390402603149414062e+01,2.913110733032226562e+00,-4.844932079315185547e+00,-3.726824283599853516e+00,-4.364065170288085938e+00,-6.384175300598144531e+00,1.758721160888671875e+01,3.087831306457519531e+01,1.948489570617675781e+01,1.579727745056152344e+01,1.369692230224609375e+01,7.587960720062255859e+00,6.727348327636718750e+00,8.863956451416015625e+00,1.433752727508544922e+01,1.667215728759765625e+01
2.002335548400878906e+01,1.988382339477539062e+01,2.096680641174316406e+01,2.153281784057617188e+01,9.066365242004394531e+00,1.055782318115234375e+01,9.783713340759277344e+00,1.002620029449462891e+01,7.330163002014160156e+00,9.118948936462402344e+00,1.111587524414062500e+01,3.697153806686401367e+00,-1.554028892517089844e+01,-2.340369606018066406e+01,-2.127513885498046875e+01,-1.698402023315429688e+01,-1.368486785888671875e+01,-2.376243591308593750e+01,-2.135312843322753906e+01,-1.030756354331970215e+00,4.811051845550537109e+00,4.948863983154296875e+00,3.261524438858032227e+00,1.034492969512939453e+00,2.140779733657836914e+00,4.438815116882324219e+00,6.171154022216796875e+00
9.062685012817382812e+00,1.208538818359375000e+01,1.760541343688964844e+01,1.526187133789062500e+01,-1.209625053405761719e+01,-1.320750236511230469e+01,-9.823745727539062500e+00,-3.982972800731658936e-01,-1.441416978836059570e+00,-5.051706314086914062e+00,-9.519988059997558594e+00,-7.167329311370849609e+00,-9.921968460083007812e+00,-4.765038013458251953e+00,3.539855718612670898e+00,1.910674858093261719e+01,3.125556755065917969e+01,1.912237548828125000e+01,4.792312622070312500e+00,6.496503829956054688e+00,1.376734924316406250e+01,1.408012008666992188e+01,1.938405227661132812e+01,1.432323646545410156e+01,1.145363807678222656e+01,1.446549510955810547e+01,1.460840415954589844e+01
5.865617752075195312e+00,2.507940292358398438e+00,5.021018505096435547e+00,3.498626947402954102e+00,9.046401977539062500e+00,9.473862648010253906e+00,6.701450824737548828e+00,4.225944995880126953e+00,-5.810325145721435547e-01,1.239594221115112305e+00,1.421287727355957031e+01,2.208826446533203125e+01,2.909052658081054688e+01,3.476544952392578125e+01,3.225209426879882812e+01,2.321474456787109375e+01,2.162377548217773438e+01,3.174341392517089844e+01,2.686640167236328125e+01,1.611571311950683594e+01,1.430572414398193359e+01,1.048978996276855469e+01,1.370008373260498047e+01,7.035772800445556641e+00,2.017854213714599609e+00,7.510314941406250000e+00,7.207923412322998047e+00
7.787934303283691406e+00,9.721942901611328125e+00,8.892984390258789062e+00,7.462920188903808594e+00,1.989021682739257812e+01,1.863916206359863281e+01,2.294844436645507812e+01,2.936893844604492188e+01,2.673654937744140625e+01,2.573378181457519531e+01,2.980289459228515625e+01,2.765908050537109375e+01,2.269869613647460938e+01,1.335884094238281250e+01,1.072735309600830078e+00,-5.115108489990234375e+00,-3.920011281967163086e+00,9.649145126342773438e+00,1.814861297607421875e+01,2.362935638427734375e+01,1.798558425903320312e+01,1.864336204528808594e+01,2.217206954956054688e+01,1.603515243530273438e+01,1.280118465423583984e+01,1.314671802520751953e+01,9.160290718078613281e+00
2.243383407592773438e+00,1.254453420639038086e+00,1.260431051254272461e+00,4.105318069458007812e+00,-1.442680120468139648e+00,-2.078273743391036987e-01,-5.560899734497070312e+00,-1.307486057281494141e+01,-1.708069229125976562e+01,-1.169001770019531250e+01,-3.723536491394042969e+00,-5.238472938537597656e+00,-6.181886672973632812e+00,-3.033422946929931641e+00,2.245563268661499023e+00,9.051523208618164062e+00,9.917932510375976562e+00,-1.466122388839721680e+00,-3.844891071319580078e+00,-1.806700110435485840e+00,2.701594829559326172e-01,5.411031246185302734e+00,5.757378578186035156e+00,4.664378643035888672e+00,6.667151451110839844e+00,4.506017208099365234e+00,-1.016929030418395996e+00
6.536902904510498047e+00,6.826266288757324219e+00,1.727248072624206543e+00,3.522737503051757812e+00,1.777083969116210938e+01,1.546864223480224609e+01,1.306589508056640625e+01,1.375585174560546875e+01,1.162721061706542969e+01,1.152762222290039062e+01,6.393329143524169922e+00,-7.332391738891601562e-01,-5.501101493835449219e+00,-1.201306700706481934e+00,3.599172353744506836e+00,2.911146402359008789e+00,6.789357066154479980e-01,-1.043261528015136719e+01,-9.139699935913085938e+00,-3.342064619064331055e+00,-3.890721797943115234e-01,2.370592594146728516e+00,4.797791004180908203e+00,7.702242374420166016e+00,1.118910217285156250e+01,9.880138397216796875e+00,4.536170959472656250e+00
2.526226043701171875e+00,2.095979005098342896e-01,-8.239002823829650879e-01,6.699703931808471680e-01,1.653580904006958008e+00,3.086065769195556641e+00,3.873064994812011719e+00,-5.072030425071716309e-01,-8.805222511291503906e+00,-1.050065422058105469e+01,-1.095617675781250000e+01,-9.881970405578613281e+00,-3.240807533264160156e+00,2.451152324676513672e+00,7.727091312408447266e-01,-2.845456361770629883e+00,-9.762235641479492188e+00,-1.515423965454101562e+01,-1.305672645568847656e+01,-9.193640708923339844e+00,-7.042460441589355469e+00,-3.004073381423950195e+00,5.565202236175537109e-01,2.721569538116455078e+00,1.051580190658569336e+00,1.186835765838623047e-01,-3.979721307754516602e+00
